ID,category,file_name,location,include,archive_date,destroy_date,owner,notes
2424,Dead Filed,"Frey, Rodney & M. Dowd Acct.#031754 - 3 Russet Ln. Millersville","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2425,Dead Filed,"Frey, Rodney & M. Dowd Acct.#031442 - 1079 Monticello Ln. 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2426,Dead Filed,"Frey, Rodney & M. Dowd Acct.#031430 - 1019 Monticello Ln. lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2427,Dead Filed,"Freeland, Keith & Mary Acct#031351 - 1545 Manor Blvd 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2428,Dead Filed,"Frederick, Regina Acct.#031503 - 1047 Monticello Ln. Lancaster17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2429,Dead Filed,"Florenciani, Sally acct.#061143 - 25 Deep Hollow Ln 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2430,Dead Filed,"Matt, Neil M. Acct.#371310 - 1542 Hiemenz Rd. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2431,Dead Filed,"Matroni, Scott Acct.#010974 - 1922 Ridgeview Ave. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2432,Dead Filed,"Martin, Vance J. Acct.#031607 - 1100 Williamsburg Rd 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2433,Dead Filed,"Martin, Henry E. Acct.#051399 - 372 Primrose Ln Mountville 17554","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2434,Dead Filed,,"Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2435,Dead Filed,"Marks, John Acct.#060624 - 1699 Chadwick Drive 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2436,Dead Filed,"Maloney, Robert - 6360 Lemon St E. Petersburg","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2437,Dead Filed,"Lowe, Jesse Acct.#012963 - 2698 Harrisburg Pk.","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2438,Dead Filed,"Lopez, Demetrius Acct.#052144 -1617 Kauffman Rd. 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2439,Dead Filed,"Licht, Alphonsus Acct.#053881 - 813 S 16th St. Rear Columbia 17512","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2440,Dead Filed,"Leed III, John H. Acct#51383 - 18 Cedar Ln. 17554","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2441,Dead Filed,"Launi, Brooke L Acct.#370278 - 1011 Center Ave 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2442,Dead Filed,"Laube, Mary T. Acct.#372365 - 118 Setlzer Ct. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2443,Dead Filed,"Larson, Ronald Acct.#053108 - 3061 Todd Ln. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2444,Dead Filed,"Lamb, Richard A. Acct.#051341 - 3280 Horizon Dr. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2445,Dead Filed,"Kyler, Bart W. Acct.#053035 - 3161 Glengreen Drive 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2446,Dead Filed,"Kuchinski, Frank Acct.#031990 - 3133 Windon Ave. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2447,Dead Filed,"Kreider, Douglas S. Acct.#020765 - 2519 Speckled Dr. East Pete 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2448,Dead Filed,"Kowalski, Edward Sr. & E. Marie Acct.#011941 - 1125 Nissley Rd. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2449,Dead Filed,"Korsnick, John W. & Kimberly Acct.#032008 - 109 Pine Bridge Ln 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2450,Dead Filed,"Koehler, John & Daffney Acct.#030975 - 346 Weaver Rd. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2451,Dead Filed,"Knox, Daniel Acct.#040137 - 210 W. Main St 17554","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2452,Dead Filed,"Klingseisen, Dennis & Lisa Acct.#060401 - 5 Michelle Drive Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2453,Dead Filed,"Kline, David Acct.#052657 - 854 Silver Spring Pl. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2454,Dead Filed,"Kirchoff, Cheryl L. Acct.#021905 -2421 Franklin Dr. 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2455,Dead Filed,"Keck, Randy Acct.#021923 - 2461 Franklin Drive 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2456,Dead Filed,"Kauffman, Victoria L. Acct.#021917 - 2473 Franklin Dr. 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2457,Dead Filed,"Karr, Linda C. Acct.#011306 - 20 Rohrerstown Rd 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2458,Dead Filed,"Johnson, Sammy Sr. Acct.#031127 - 924 Wheaton Dr 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2459,Dead Filed,"Johnson, Annette Acct.#053525 - 4061 Buttonwood Dr 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2460,Dead Filed,"Jenkins, Sean C. Acct.#370692 - 1620 Sunset Ave 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2461,Dead Filed,"Janofsky Trust, Nina Acct.#010141 - 1125 Hermosa Ave 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2462,Dead Filed,"Jacoby, John M. & Carol H. Acct.#021667 - 6520 HOllow Drive E. Petersburg 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2463,Dead Filed,"Irwin, Darlene L. Acct.#053948 - 118 Stone House Ln. 17512","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2464,Dead Filed,"Irvin, Gary & Kim Acct.#052102 - 525 Westfield Drive 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2465,Dead Filed,"McCurdy, Thomas & Christine Acct.#021900 - 2431 Franklin St. E.P.  17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2466,Dead Filed,"McCurdy, Dale A Acct.#271466 - 2511 Carriage Dr. 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2467,Dead Filed,"McCurry, Miriam & Alan  G. Goldberg Acct.#060468 - 674 N. Pier Dr","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2468,Dead Filed,"McDonald, Thomas E. II Acct.#030565 - 123 Bayberry Drive Lancaster 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2469,Dead Filed,"McDougall, Marisa Acct.#031865 -1031 Stonemanor Dr. 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2470,Dead Filed,"McGeehan, Charles J. Acct.#031681 - 3248 Blue Rock Rd 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2471,Dead Filed,"McGrath, Beth Acct.#031600 - 1114 Williamsburg Rd. lanc 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2472,Dead Filed,"McLaughlin, Sean Acct.#013134 - 2862 Fleetwood Drive 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2473,Dead Filed,"McMillion, Everette H. Acct.#272116 - 152 April Ln. Lititz 17543","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2474,Dead Filed,"McMinn, Lawrence & Karen Acct.#040563 - 141 Church St. Mountville","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2475,Dead Filed,"McQue, William Acct.#031160 - 28 Kendes Rd. Millersville 17551","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2476,Dead Filed,"Menger, Norman B. & Mitzi Acct.#070011 - 176 W. Charlotte St. 7551","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2477,Dead Filed,"Mentzger, Dennis & Dora Acct#050682 - 3313 Marietta Ave. Lancaster 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2478,Dead Filed,"Miller, Karen L. Acct.#052622 -3185 Greenridge Dr 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2479,Dead Filed,"Miller, Randy A. Acct.#032782 - 18 Elizabeth St. Wash. Boro 17582","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2480,Dead Filed,"Miley, Douglas & Laura Acct.#060493 - 1624 Chadwick Circle 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2481,Dead Filed,"MIlley, Robert Jr. & Gloria Acct.#021584 - 2313 Lawnwood Ct. 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2482,Dead Filed,"MItchell, David H. Acct.#170008 - 1760 Lititz Pk Lancaster 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2483,Dead Filed,"Mitchell, David H. Acct.#170008 - 1760 Lititz Pk 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2484,Dead Filed,"Morales, George Acct.#010006 - 756 Centerville Rd 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2485,Dead Filed,"Morales, George L. Acct.# 010006 - 756 Centerville Rd. 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2486,Dead Filed,"Morris, James Acct.#053852 - 715 S. 16th St. 17512","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2487,Dead Filed,"Mummert, Duane I. Acct.#061206 - 2430 Honeysuckel Ln 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2488,Dead Filed,"Nelms, Richard Jr. Acct.#031813 - 3135 Norcross Rd. Lancaster 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2489,Dead Filed,"Nissley, Michael E. Acct.#011404 - 251 E. Main St 17538","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2490,Dead Filed,Ocwen Federal Bank FSB Acct.#031254 - 1528 Manor Blvd. Lancaster 17603,"Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2491,Dead Filed,"Peel, Henry J. Acct.#031845 - 3716 Columbia Ave. 17554","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2492,Dead Filed,"Perez, Allen A. Acct.#040306 - 58 S. Manor St. Mountville 17554","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2493,Dead Filed,"Petrosky, Steven Acct.#053481 - 4099 Jasmine Place Mt. Joy 17552","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2494,Dead Filed,"Prim, Michael Acct.#051462 - 876 Hilltop Dr Mt. Joy","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2495,Dead Filed,Principal Residential Mtg. Acct.#053940 - 149 Stone House Ln.,"Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2496,Dead Filed,"Rahn, Gary E. & Pamela Acct.#031269 - 1531 Manor Blvd. 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2497,Dead Filed,"Reed, John M. Acct.#012538 - 21 W. Brandt Blvd. Salunga 17538","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2498,Dead Filed,"Reed, Mari Kathleen Acct.#031811 - 200 Yorkshire Way 17554","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2499,Dead Filed,"Reese, Albert E. Jr. Acct.#013072 - 105 Urban Dr. Lanc 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2500,Dead Filed,"Reese Jr., Theodore H. Acct.#010998 - 9 South Ave. 17538","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2501,Dead Filed,"Reid, Scott A. Acct.#051763 - 3208 Greenridge Drive 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2502,Dead Filed,"Rich, Michael Acct.#021613 - 6576 Hollow Drive E-Pete 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2503,Dead Filed,"Riexinger, Arthur Acct.#053950 - 122 Stonehouse Ln. Columbia","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2504,Dead Filed,"Rivera, Pablo Jr. Acct.#032204 - 2202 Stratford Rd. Lancaster 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2505,Dead Filed,"Rivera, Victor M. Acct.#370526 - 1373 New Holland Pike Lancaster 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2506,Dead Filed,"Roberson, Glenn E. Acct.#016050 - 1055 Centerville Rd 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2507,Dead Filed,"Roda, Kenneth Acct.#032616 - 152 Acorn Lane 17554","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2508,Dead Filed,"Rodriquez, Juana Acct.#021710 - 2700 Northfield Dr. E.pete 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2509,Dead Filed,"Rodriguez, Luis Acct.#060690 - 1868 Wilderness Rd. Lancaster 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2510,Dead Filed,"Rosamilia, Eugene Acct.#060042 - 511 Bean Blossom Dr. 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2511,Dead Filed,"Rothweiler, Richard, Acct.#015908 - 135 Mallard Dr 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2512,Dead Filed,"Royal, Arlesia D. Acct.#021852 - 6603 Hollow Drive 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2513,Dead Filed,"Ruth, Lloyd & Larraine Acct#053991 - 190 Stone House Ln. Columbia 17512","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2514,Dead Filed,"Rutherford, Michael Acct.#021872 - 2317 Morris Dr. 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2515,Dead Filed,"Sanchez, Ramon Acct.#050038 - 755 Harper Ave. 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2516,Dead Filed,"Sears, Corey Jay Acct.#370991 - 1411 Fruitville Pk Lancaster 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2517,Dead Filed,"Sears, Tina M. Acct.#370622 - 219 Elizabeth Dr 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2518,Dead Filed,"Schappell, Patricia Acct.#015104","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2519,Dead Filed,"Schwanger, Stephen Acct.#030487 - 711 Millersville Rd. 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2520,Dead Filed,"Secret, John & Denise Acct.#040602 - 322 Hill St","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2521,Dead Filed,Sec. of HUD Acct.#372764 - 711 Skywalk Ln Lancaster 17601,"Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2522,Dead Filed,Secretary of Vet. Affairs Acct.#011029 - 1922 Wheatland Ave Lancaster 17603,"Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2523,Dead Filed,Sec. of Veterans Affairs Acct.#030975 - 346 Weaver Rd 17603,"Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2524,Dead Filed,Sec. of Vet. Affairs Acct.#050835 - 950 Ivy Drive 17601,"Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2525,Dead Filed,"Sechrist, Nichole L. Acct.#050785 - 931 Mary St. 17552","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2526,Dead Filed,"Shand, Frederick, Acct.#015209 - 134 Pinnacle Point Dr. Lancaster 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2527,Dead Filed,"Scheetz, Lawrence Acct.#021743 - 2603 Northfield Dr 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2528,Dead Filed,"Schwein, Douglas Acct.#010226 - 1318 Bamford Ave.","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2529,Dead Filed,"Sheetz, Heidrun Acct.#051934 - 311 N. Donnerville Rd Mountville 17554","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2530,Dead Filed,"Shelby, Phyllis Acct.#050895 - 759 Ferndale Rd mount joy 17552","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2531,Dead Filed,"Shenk, Cathy Y. Acct.#021380 - 3102 Caroline Drive, E-Pete","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2532,Dead Filed,"Shenk, Devoe & Diana Acct.#032073 - 37 Derby Ln., Lancaster 17603","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2533,Dead Filed,"Shepperson, Jeremiah Acct.#040181 - 51 S. Manor Street 17554","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2534,Dead Filed,"Sherman, Jack E. Acct.#040919 - 130 S. Lemon Street 17554","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2535,Dead Filed,"Shoemaker, Beth F. Acct.#370542 - 1421 Gilbert Ave 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2536,Dead Filed,"Sickenberger, Samuel F. Acct.#051793 - 258 Northridge Drive 17538","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2537,Dead Filed,"Silkworth, David P. Acct.#050062 - 767 Huntington Place, 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2538,Dead Filed,"Simonds, Russel W. Acct.#014748 - 112 Spring Ridge Ct. 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2539,Dead Filed,"Sing, Douglas - 6245 Jeanette Dr. E-Pete","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2540,Dead Filed,"Slaugh, Jeffrey S. Acct.#021762 - 2621 Northfield Drive 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2541,Dead Filed,"Smith, Ruby Acct.#051284 - 3350 Poplar Ln. Mountville 17554","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2542,Dead Filed,"Smith, Thomas W. & Rebecca Acct.#021896 - 2419 Franklin Drive 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2543,Dead Filed,"Snell, Richard Acct.#170472 - 2865 Lititz Pk. Lancaster 17601","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2544,Dead Filed,"Snyder, Damon Acct.#050352 - 3670 Keen Ave. 17512","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2545,Dead Filed,"Snyder, Harold L. Acct.#021291 - 6231 High Street, E-Pete 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2546,Dead Filed,"Sowa, Matthew R. Acct.#031674 - 3252 Blue Rock Rd.","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2547,Dead Filed,"Specht, Darryl W. Acct#020520 - 6210 Hollow Dr. E-Pete 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2548,Dead Filed,Stankard Jeffrey M. Acct.#012716 - 1382 Graystone Rd. Manheim 17545,"Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
2549,Dead Filed,"Stanley III, Robert C. Acct.#021881 - 2324 Morris Drive E-Pete 17520","Treatment Plant,Storage Room 211,1030",,1-Jan-80,1-Jan-80,Financial Director,
