ID,Category,FileName,Location,Include,Archive_Date,Destroy_Date,Owner,Notes
2183,General,"Stark, Robert B. Acct.#053953 - 183 Stone House Ln. Columbia","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2184,General,"Stark, Trevore Acct.#031305 - 1012 Williamsburg Rd.","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2185,General,"Stauffer Jr., John C. Acct.#030239","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2186,General,"Szaryas, David Acct.#031515 - 1066 Monticello Ln. 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2187,General,"Styer, Ted & Pamela Acct.#021872 - 2317 Morris Drive, E-Pete 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2188,General,"Swatsworth, Joseph S. Acct.#173290 - 834 Cobblestone Ln. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2189,General,"Tersak, Stephen & Joy Acct.#021906 - 2441 Franklin Drive 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2190,General,"Thatcher, Donald Acct.#013397 - 1030 Hunt Club Ln. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2191,General,"Theis Jr., John Acct.#272072 - 1282 Barclay Drive 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2192,General,"Tran, Hoa & HOah Nguyen Acct.#010097 - 3201 Randy Rd. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2193,General,"Troy, Jeri A. Acct.#021786 - 2680 Northfield Drive 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2194,General,"Truehart Jr., David Acct.#052044 - 3187 Cottonwood Ct. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2195,General,"Unangst, Robert  Acct.#021081 - 2487 Valley Rd. E-Pete","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2196,General,"UPson, Donna & Bill Petridis Acct.#040386 - 22 W. Main St. Mountville 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2197,General,"Valenzuela, Alvin Acct.#021722 - 2649 Northfield Dr. E-Pete 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2198,General,"Vante, Hank & Flowers, Paula - 1006 Church St.","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2199,General,Vendee Mortgage Trust Acct.#011029 - 1922 Wheatland Ave. 17603,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2200,General,"Viray, Fernando II & gina Acct.#031098 - 5 Applewood Ln. Millersville 17551","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2201,General,"Vitale, Steven Acct.#031455 - 1041 Monticello Ln. 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2202,General,"Wagner, Stephen Acct.#052158 - 565 Westfield Drive Landisville 17538","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2203,General,"Walsh, Henry Acct.#021579 - 2230 Olde Meadow Ct. E-Pete 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2204,General,"Waugerman, James L & Twila R. Acct.#051640 - 781 Farmdale Rd. 17552","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2205,General,"Weaver, Patricia A. Acct.#014036 - 3036 Gloucester St 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2206,General,"Weinrich, Brenda A. Acct.#021610 - 6570 Hollow Dr. 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2207,General,"Welch Jr., Joseph Acct.#021689 - 6502 Hollow Drive","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2208,General,"Wenger, Lonnie & Elaine Acct.#011682 - 722 Rohrerstown Rd. Lancaster","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2209,General,"Wettrow, Mervin E. Acct.#051136 - 395 Hollyann Dr. 17538","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2210,General,Wheatland Inn Acct.#018135,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2211,General,"Woland, Elizabeth Acct.#014487 - 118 Winding Hill Drive 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2212,General,"Wiggins, Robert & Mary Ann Acct.#053079 - 3130 Greenridge Drive","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2213,General,"Wilson, John & Evelyn Acct.#053107 - 3063 Todd Ln. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2214,General,"Wilson, John Acct.#053107 - 3063 Todd Ln. Lancaster 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2215,General,"Wisniewski, Sigmun A. Acct.#012031 - 120 Urban Dr. Lancaster 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2216,General,"Wissing, Thomas Acct.#060108 - 3 Montrose Ave. 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2217,General,"Witman, Susan A. Acct.#012319 - 2119 Marietta Ave. 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2218,General,"Witman, Susan Acct.#079015 - 1601 Oregon Pk. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2219,General,"Witman, Susan L. Acct.#012319 - 2119 Marietta Ave. Lancaster 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2220,General,"Witmer, James R. & Tara A. Acct.#032656 - 671 Donnerville Rd 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2221,General,"Wolfe, Paul & Renee Acct.#021794 - 2664 Northfield Dr. E-Pete","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2222,General,"Yu, Ji Hoon Acct.#040888 - 321 Fairmount Terrace Mountville 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2223,General,"Zaludek, Timothy J. Acct.#171614 - 250 Pulte Rd. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2224,General,,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,,
2225,General,Eastern Precious Metals,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2226,General,Inter. Signal & Control,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2227,General,Yellow Goose Road Property,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2228,Capital Projects,PSC - Engineering Proposal,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2229,General,Delcora Safety Manual,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2230,General,City of Easton - Dept. of Water Pollution Control - Safety Program,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2231,General,Way Services Employee Handbook,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2232,General,Personnel - Job Descriptions - Personnel Polices,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2233,General,LASA Job Descriptions & Selected Personnel Polices - 6/1993,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,,
2234,General,LASA BOD Sample Results - 3/23-5/1/ 1992,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2235,General,PA Munic. Author. Assoc. & PA Builders Assoc. Water & Sewer Tap-in Fee Seminar 4/18/91,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2236,General,Tapping Fee Calculation - LASA,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2237,General,LASA Job Descriptions -Draft 6/93,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,Melissa,
2238,General,74587,"Treatment Plant,Storage Room 211,1031",,01/01/1980,01/01/1980,,
2239,General,Accounting System / Accounting Software,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2240,General,Air Quality,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2241,General,Act 339,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2242,General,"Awards - EPA O/M, Region III Award 2002","Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2243,Capital Projects,Assets,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2244,General,Annual Reports 2204-2006,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2245,General,Annual Reports  1999 - 2003,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2246,General,Annual Reports,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2247,General,Spills,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2248,General,BNR Grant,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2249,General,BNR,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2250,General,Bill Collection,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2251,General,Billing,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2252,General,Brochures,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2253,General,Bylaws,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2254,General,"Barley, Snyder, Senft & Cohen, LLC","Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2255,General,Billing (fees),"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2256,General,Bednarski,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2257,General,Brochures,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2258,General,Bendmark,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2259,General,Brethren Village,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2260,General,"Chapter 94 - 1999, 2000, 2001, 2004","Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2261,General,Chapter 94,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2262,General,Capacity Reservation - Tapping Fee - Legislation,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2263,Capital Projects,Computers,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2264,General,Complaints,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2265,General,Supplimentary Contracts,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2266,General,Contract Ops.,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2267,General,Corrosion Control,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2268,General,Customer Service,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2269,General,Chesapeake Bay,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2270,Capital Projects,Collection System,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2271,General,Columbia,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2272,General,Certification,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2273,General,CDL,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2274,General,10C Office Expansion,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2275,General,Capital,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2276,General,Calvary Fellowship Homes,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2277,General,Complaints,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2278,General,Control Bld.,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2279,General,Corrosion,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2280,General,Concordia Rd,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2281,General,Chapter 94 2002 - 2003,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2282,General,Collection/Problems,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2283,General,Capital Priorities / Misc. Projects,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2284,General,DEP Rad. & District Justice,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2285,General,Develop. Agreements,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2286,General,DMR&#039s,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2287,General,Davis Chemical,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2288,General,Goods Drive,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2289,General,Govt.&#039 Excellence,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2290,General,Growing Greene Grant,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2291,General,GBA,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2292,Financial,Financial / General Log,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2293,General,Flow/Meters,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2294,Financial,Finance,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2295,General,FOG,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2296,General,Farm Lease,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2297,General,Employee Survey,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2298,General,Energy Audit,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2299,General,Emloyee Luncheon,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2300,General,Ethics,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2301,General,Eden Rd. PS,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2302,General,ERP,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2303,General,Job Perf. Evaluations,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2304,General,Evaluations,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2305,General,Objectives 2007,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2306,General,OP Cert.,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2307,General,National Bio. Perf.,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2308,General,Mandatory Connections,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2309,General,Max/Teams,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2310,General,Mat. Consult.,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2311,General,MyWave,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2312,General,Land Purchase,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2313,General,Landscaping,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2314,General,Lancaster Twp.,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2315,General,Lancaster County Solid Waste,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2316,General,Laboratory,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2317,General,Legal Opinions,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2318,General,Legal Misc.,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2319,General,Lancaster City Gateway,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2320,General,Leola,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2321,General,Lancaster City - Grandview Heights,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2322,General,Job Perf. Evaluation,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2323,General,Insurance liability,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2324,General,Insurance,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2325,General,I & I,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2326,General,Interns,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2327,General,Honeysuckle Lane Agreement,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2328,General,Hogan Agreement,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2329,General,Honeysuckle Lane - Gravity Sewer Project,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2330,General,Honeysuckle Lane,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2331,General,Health Dept.,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2332,General,House(s),"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2333,General,Hyder,"Admin Building,Mike Kyles Office,,1",,01/01/1980,01/01/1980,Mike Kyle,
2334,General,Sewer Ext&#039s. - $,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2335,General,DEP Comments - Phase I / II,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2336,General,Co. Comments Phase I,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2337,General,PR,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2338,General,Agreement Grant (Co.),"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2339,General,Ordinance Grant (co.) - resolution,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2340,General,Join Agmt. / Ords.,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2341,General,TAR Budget - Budget Info,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2342,General,RFP Letters of Support,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2343,General,LASA Service Areas,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2344,General,Manheim Township,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2345,General,Manor Township,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2346,General,E. Hempfield Township,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2347,General,Lancaster Township,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2348,General,Mountville Borough,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2349,General,East Petersburg,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2350,General,West Hempfield Township,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2351,General,LASA,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2352,General,Adoption Res.,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2353,General,Columbia Borough,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2354,General,Advertised Public Comment,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2355,General,Grants,"Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
2356,General,"Schedule, Modeling, PHMC, City Options","Admin Building,Mike Kyles Office,,2",,01/01/1980,01/01/1980,Mike Kyle,
